route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_type,trip_footnote
6,hjan2601-Weekday-17-JA2026-1111100,4573656,"Kennedy Plaza",0,479336,60009,0,
6,hjan2601-Weekday-17-JA2026-1111100,4573657,"R.W. Zoo via Colony House",1,479336,60008,0,
6,hjan2601-Weekday-17-JA2026-1111100,4573658,"Kennedy Plaza via Colony House",0,479336,60013,0,
6,hjan2601-Weekday-17-JA2026-1111100,4573659,"Colony House",1,479336,60011,0,
6,hjan2601-Weekday-17-JA2026-1111100,4573660,"Kennedy Plaza",0,479336,60012,0,
6,hjan2601-Weekday-17-JA2026-1111100,4573661,"Colony House",1,479336,60011,0,
6,hjan2601-Weekday-17-JA2026-1111100,4573662,"Kennedy Plaza",0,479336,60012,0,
6,hjan2601-Weekday-17-JA2026-1111100,4573663,"Colony House",1,479336,60011,0,
6,hjan2601-Weekday-17-JA2026-1111100,4573664,"Kennedy Plaza",0,479336,60012,0,
6,hjan2601-Weekday-17-JA2026-1111100,4573665,"CCRI Providence",1,479336,60097,0,
6,hjan2601-Weekday-17-JA2026-1111100,4573666,"Kennedy Plaza via Prairie Ave",0,479336,60123,0,
6,hjan2601-Weekday-17-JA2026-1111100,4573667,"CCRI Providence",1,479336,60097,0,
6,hjan2601-Weekday-17-JA2026-1111100,4573668,"Kennedy Plaza via Prairie Ave",0,479336,60123,0,
6,hjan2601-Weekday-17-JA2026-1111100,4573669,"CCRI Providence",1,479336,60097,0,
6,hjan2601-Weekday-17-JA2026-1111100,4573671,"Roger Williams Zoo",1,479336,60014,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573673,"Providence Station",0,479337,660007,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573674,"URI Kingston",1,479337,660006,0,
69,hjan2601-Weekday-17-JA2026-1111100,4573675,"Galilee",1,479337,690018,0,
69,hjan2601-Weekday-17-JA2026-1111100,4573676,"URI Kingston",0,479337,690017,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573677,"Providence Station",0,479337,660007,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573678,"URI Kingston",1,479337,660006,0,
69,hjan2601-Weekday-17-JA2026-1111100,4573679,"Galilee",1,479337,690018,0,
69,hjan2601-Weekday-17-JA2026-1111100,4573680,"URI Kingston",0,479337,690017,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573681,"Providence Station",0,479337,660007,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573682,"URI Kingston",1,479390,660006,0,
69,hjan2601-Weekday-17-JA2026-1111100,4573683,"Galilee",1,479390,690018,0,
69,hjan2601-Weekday-17-JA2026-1111100,4573684,"URI Kingston",0,479337,690017,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573685,"Providence Station",0,479337,660007,0,
69,hjan2601-Weekday-17-JA2026-1111100,4573687,"URI Kingston",0,479337,690017,0,
92,hjan2601-Weekday-17-JA2026-1111100,4573689,"Riverview Place",0,479339,920086,0,
92,hjan2601-Weekday-17-JA2026-1111100,4573690,"RI College via Atwells Ave",1,479339,920093,0,
92,hjan2601-Weekday-17-JA2026-1111100,4573691,"Riverview Place",0,479339,920086,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573694,"Stop&Shop (Atwood Ave - Cranston)",1,479338,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573695,"Kennedy Plaza",0,479338,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573696,"Walmart (Cranston)",1,479338,190021,0,
12,hjan2601-Weekday-17-JA2026-1111100,4573698,"Arctic",1,479338,120011,0,
92,hjan2601-Weekday-17-JA2026-1111100,4573700,"RI College via Atwells Ave",1,479339,920093,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573702,"URI Kingston",1,479340,660006,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573705,"Providence Station",0,479340,660007,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573706,"URI Kingston",1,479340,660006,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573709,"Providence Station",0,479340,660007,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573711,"Providence Station",0,479340,660007,0,
69,hjan2601-Weekday-17-JA2026-1111100,4573713,"Galilee",1,479341,690018,0,
69,hjan2601-Weekday-17-JA2026-1111100,4573714,"URI Kingston",0,479341,690017,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573715,"Providence Station",0,479341,660007,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573716,"URI Kingston",1,479341,660006,0,
69,hjan2601-Weekday-17-JA2026-1111100,4573717,"Galilee",1,479341,690018,0,
69,hjan2601-Weekday-17-JA2026-1111100,4573718,"URI Kingston",0,479341,690017,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573719,"Providence Station",0,479341,660007,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573720,"URI Kingston",1,479341,660006,0,
69,hjan2601-Weekday-17-JA2026-1111100,4573721,"Galilee",1,479341,690018,0,
69,hjan2601-Weekday-17-JA2026-1111100,4573722,"URI Kingston",0,479341,690017,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573723,"Providence Station",0,479341,660007,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573724,"URI Kingston",1,479341,660006,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573727,"Providence Station",0,479341,660007,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573729,"URI Kingston",1,479341,660006,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573733,"Providence Station",0,479342,660007,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573734,"URI Kingston",1,479342,660006,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573737,"Providence Station",0,479342,660007,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573738,"URI Kingston",1,479342,660006,0,
66,hjan2601-Weekday-17-JA2026-1111100,4573740,"URI Kingston",1,479342,660006,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573744,"Pawtucket Transit Center via Hope St",0,479343,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573747,"TF Green Airport via Warwick Ave",1,479343,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573750,"Pawtucket Transit Center via Hope St",0,479343,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573753,"TF Green Airport via Warwick Ave",1,479343,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573756,"Pawtucket Transit Center via Hope St",0,479343,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573759,"TF Green Airport via Warwick Ave",1,479343,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573762,"Pawtucket Transit Center via Hope St",0,479343,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573765,"TF Green Airport via Warwick Ave",1,479343,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573768,"Pawtucket Transit Center via Hope St",0,479343,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573771,"TF Green Airport via Warwick Ave",1,479343,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573774,"Pawtucket Transit Center via Hope St",0,479343,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573777,"TF Green Airport via Warwick Ave",1,479343,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573779,"TF Green Airport via Warwick Ave",1,479343,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573783,"Pawtucket Transit Center via Hope St",0,479344,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573786,"TF Green Airport via Warwick Ave",1,479344,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573789,"Pawtucket Transit Center via Hope St",0,479344,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573792,"TF Green Airport via Warwick Ave",1,479344,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573795,"Pawtucket Transit Center via Hope St",0,479344,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573798,"TF Green Airport via Warwick Ave",1,479344,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573801,"Pawtucket Transit Center via Hope St",0,479344,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573804,"TF Green Airport via Warwick Ave",1,479344,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573807,"Pawtucket Transit Center via Hope St",0,479344,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573810,"TF Green Airport via Warwick Ave",1,479344,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573813,"Pawtucket Transit Center via Hope St",0,479344,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573816,"TF Green Airport via Warwick Ave",1,479344,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573818,"TF Green Airport via Warwick Ave",1,479344,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573822,"TF Green Airport via Warwick Ave",1,479345,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573825,"Pawtucket Transit Center via Hope St",0,479345,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573828,"TF Green Airport via Warwick Ave",1,479345,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573831,"Pawtucket Transit Center via Hope St",0,479345,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573834,"TF Green Airport via Warwick Ave",1,479345,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573837,"Pawtucket Transit Center via Hope St",0,479345,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573840,"TF Green Airport via Warwick Ave",1,479345,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573843,"Pawtucket Transit Center via Hope St",0,479345,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573846,"TF Green Airport via Warwick Ave",1,479345,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573849,"Pawtucket Transit Center via Hope St",0,479345,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573852,"TF Green Airport via Warwick Ave",1,479345,10144,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573855,"Pawtucket Transit Center via Hope St",0,479345,10150,0,
1,hjan2601-Weekday-17-JA2026-1111100,4573857,"Pawtucket Transit Center via Hope St",0,479345,10150,0,
54,hjan2601-Weekday-17-JA2026-1111100,4573861,"Woonsocket/Bellingham via CCRI Lincoln",1,479346,540111,0,
54,hjan2601-Weekday-17-JA2026-1111100,4573864,"Hospital District via CCRI Lincoln",0,479346,540114,0,
51,hjan2601-Weekday-17-JA2026-1111100,4573867,"CCRI Lincoln",1,479346,510040,0,
51,hjan2601-Weekday-17-JA2026-1111100,4573868,"Hospital District via Charles St",0,479346,510003,0,
54,hjan2601-Weekday-17-JA2026-1111100,4573871,"Woonsocket/Bellingham via CCRI Lincoln",1,479346,540111,0,
54,hjan2601-Weekday-17-JA2026-1111100,4573874,"Hospital District via Greystone",0,479346,540116,0,
51,hjan2601-Weekday-17-JA2026-1111100,4573877,"CCRI Lincoln",1,479346,510040,0,
51,hjan2601-Weekday-17-JA2026-1111100,4573878,"Hospital District via Charles St",0,479346,510003,0,
54,hjan2601-Weekday-17-JA2026-1111100,4573881,"Woonsocket/Bellingham via CCRI Lincoln",1,479346,540111,0,
54,hjan2601-Weekday-17-JA2026-1111100,4573884,"Hospital District via CCRI Lincoln",0,479346,540114,0,
51,hjan2601-Weekday-17-JA2026-1111100,4573887,"CCRI Lincoln",1,479346,510040,0,
51,hjan2601-Weekday-17-JA2026-1111100,4573888,"Hospital District via Charles St",0,479346,510003,0,
54,hjan2601-Weekday-17-JA2026-1111100,4573891,"Woonsocket/Bellingham via Greystone",1,479346,540113,0,
54,hjan2601-Weekday-17-JA2026-1111100,4573894,"Hospital District via CCRI Lincoln",0,479346,540114,0,
51,hjan2601-Weekday-17-JA2026-1111100,4573896,"Hospital District via Charles St",0,479346,510003,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573898,"Stop&Shop (Atwood Ave - Cranston)",1,479347,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573899,"Kennedy Plaza",0,479347,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573900,"Walmart (Cranston)",1,479347,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573901,"Kennedy Plaza",0,479347,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573902,"Stop&Shop (Atwood Ave - Cranston)",1,479347,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573903,"Kennedy Plaza",0,479347,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573904,"Walmart (Cranston)",1,479347,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573905,"Kennedy Plaza",0,479347,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573906,"Stop&Shop (Atwood Ave - Cranston)",1,479347,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573907,"Kennedy Plaza",0,479347,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573908,"Walmart (Cranston)",1,479347,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573909,"Kennedy Plaza",0,479347,190017,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573911,"Kennedy Plaza",0,479347,190017,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573913,"Walmart (Cranston)",1,479348,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573914,"Kennedy Plaza",0,479348,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573915,"Stop&Shop (Atwood Ave - Cranston)",1,479348,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573916,"Kennedy Plaza",0,479348,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573917,"Walmart (Cranston)",1,479348,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573918,"Kennedy Plaza",0,479348,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573919,"Stop&Shop (Atwood Ave - Cranston)",1,479348,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573920,"Kennedy Plaza",0,479348,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573921,"Walmart (Cranston)",1,479348,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573922,"Kennedy Plaza",0,479348,190017,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573924,"Kennedy Plaza",0,479348,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573925,"Stop&Shop (Atwood Ave - Cranston)",1,479348,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573926,"Kennedy Plaza",0,479348,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573927,"Walmart (Cranston)",1,479348,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573928,"Kennedy Plaza",0,479348,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573929,"Stop&Shop (Atwood Ave - Cranston)",1,479348,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573930,"Kennedy Plaza",0,479348,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573931,"Walmart (Cranston)",1,479348,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573932,"Kennedy Plaza",0,479348,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573933,"Stop&Shop (Atwood Ave - Cranston)",1,479348,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573934,"Kennedy Plaza",0,479348,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573935,"Walmart (Cranston)",1,479348,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573936,"Kennedy Plaza",0,479348,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573938,"Kennedy Plaza",0,479348,170013,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573940,"Stop&Shop (Atwood Ave - Cranston)",1,479349,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573941,"Kennedy Plaza",0,479349,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573942,"Walmart (Cranston)",1,479349,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573943,"Kennedy Plaza",0,479349,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573944,"Stop&Shop (Atwood Ave - Cranston)",1,479349,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573945,"Kennedy Plaza",0,479349,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573946,"Walmart (Cranston)",1,479349,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573947,"Kennedy Plaza",0,479349,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573948,"Stop&Shop (Atwood Ave - Cranston)",1,479349,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573949,"Kennedy Plaza",0,479349,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573950,"Walmart (Cranston)",1,479349,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573952,"Kennedy Plaza",0,479349,190017,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573954,"Cranston Industrial Park",1,479350,190059,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573956,"Kennedy Plaza",0,479350,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573957,"Stop&Shop (Atwood Ave - Cranston)",1,479350,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573958,"Kennedy Plaza",0,479350,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573959,"Walmart (Cranston)",1,479350,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573960,"Kennedy Plaza",0,479350,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573961,"Stop&Shop (Atwood Ave - Cranston)",1,479350,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573962,"Kennedy Plaza",0,479350,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573963,"Walmart (Cranston)",1,479350,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573964,"Kennedy Plaza",0,479350,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573965,"Stop&Shop (Atwood Ave - Cranston)",1,479350,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573966,"Kennedy Plaza",0,479350,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573967,"Walmart (Cranston)",1,479350,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573969,"Kennedy Plaza",0,479350,190022,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573970,"Stop&Shop (Atwood Ave - Cranston)",1,479350,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573971,"Kennedy Plaza",0,479350,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573972,"Walmart (Cranston)",1,479350,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573973,"Kennedy Plaza",0,479350,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573974,"Stop&Shop (Atwood Ave - Cranston)",1,479350,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573975,"Kennedy Plaza",0,479350,170013,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573976,"Walmart (Cranston)",1,479350,190021,0,
19,hjan2601-Weekday-17-JA2026-1111100,4573977,"Kennedy Plaza",0,479350,190017,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573978,"Stop&Shop (Atwood Ave - Cranston)",1,479350,170046,0,
17,hjan2601-Weekday-17-JA2026-1111100,4573980,"Kennedy Plaza",0,479350,170013,0,
27,hjan2601-Weekday-17-JA2026-1111100,4573982,"Kennedy Plaza",0,479351,270116,0,
28,hjan2601-Weekday-17-JA2026-1111100,4573983,"Job Lot (Johnston)",1,479351,280051,0,
28,hjan2601-Weekday-17-JA2026-1111100,4573984,"Kennedy Plaza",0,479351,280053,0,
27,hjan2601-Weekday-17-JA2026-1111100,4573985,"Centerdale via George Waterman Rd",1,479351,270105,0,
27,hjan2601-Weekday-17-JA2026-1111100,4573986,"Kennedy Plaza",0,479351,270117,0,
28,hjan2601-Weekday-17-JA2026-1111100,4573987,"Amazon Fulfillment Center (Johnston)",1,479351,280054,0,
28,hjan2601-Weekday-17-JA2026-1111100,4573988,"Kennedy Plaza",0,479351,280052,0,
27,hjan2601-Weekday-17-JA2026-1111100,4573989,"Centerdale via Woonasquatucket Ave",1,479351,270100,0,
27,hjan2601-Weekday-17-JA2026-1111100,4573990,"Kennedy Plaza",0,479351,270116,0,
28,hjan2601-Weekday-17-JA2026-1111100,4573991,"Job Lot (Johnston)",1,479351,280051,0,
28,hjan2601-Weekday-17-JA2026-1111100,4573992,"Kennedy Plaza",0,479351,280053,0,
27,hjan2601-Weekday-17-JA2026-1111100,4573993,"Centerdale via Woonasquatucket Ave",1,479351,270100,0,
27,hjan2601-Weekday-17-JA2026-1111100,4573995,"Centerdale via George Waterman Rd",1,479351,270105,0,
27,hjan2601-Weekday-17-JA2026-1111100,4573997,"Centerdale via George Waterman Rd",1,479352,270105,0,
27,hjan2601-Weekday-17-JA2026-1111100,4573998,"Kennedy Plaza",0,479352,270116,0,
28,hjan2601-Weekday-17-JA2026-1111100,4573999,"Job Lot (Johnston)",1,479352,280051,0,
28,hjan2601-Weekday-17-JA2026-1111100,4574000,"Kennedy Plaza",0,479352,280053,0,
27,hjan2601-Weekday-17-JA2026-1111100,4574001,"Centerdale via George Waterman Rd",1,479352,270105,0,
